text,sentiment,group
hey username gostar blusa aonde comprar   hehehe abraço    videoshowaovivo,1,train
morar mesa fatinha,1,train
realmente sotaque leopoldina d Pedro perfeito de esse q shippa pepoldina tds fato histórico,1,train
  fricassê bom,1,train
rafael cortez mandar banho cheiro de esse pra tô precisar   hahaha vídeoshowaovivo,1,train
gostar look mariá tá   vídeoshowaovivo,1,train
semana passado alto polêmico programa casa,0,train
marianna gente morro           ,1,train
Antonia Moraes rainha igual Mae,1,train
léo insuportável ridículo,0,train
corcão mirian,1,train
episódio emocionante temporada masterchefbr,1,train
ligueir tv ir assistir pra gato Live p,1,train
comercial tosco sal fruta eno frango frito gigante lutar caratê cara restaurante masterchefbr,0,train
fátima desesperar convidado áfrica detonar globo deselegante,0,train
roteiro Bolsa,1,train
username pena acabar username   ficar 2hs ouvir resposta inteligente humorado amo,1,train
nordestino Nelson xavier representar interpretar lampião ninguém,1,train
username mostrar,1,train
alguém gif saida username parafrasear username senso   ci     nal masterchefbr,1,train
bial fiz dever casa direitinho conversacombial adorooo bemassim,1,train
imaginar fogaça vender comida rua,1,train
boletimdesegundar username mostrar fã clube Lula Berrooo   username username,1,train
feliz ana Ganho bom prato prova tristar victor b ser eliminar masterchefbr,1,train
tomar username termine prato vamo mano torcer,1,train
haver defender questão relação gênero debatir encontro,0,train
equipeazul queda mirian   ,1,train
rodrigo santoro envelhecer cara bonito,1,train
Abel dougla tô triste,0,train
heroína avó trabalhar number ano cuidar neto number filho   in memorian   pra breja,1,train
joco quadradinho amo vcs Beijos Username username,1,train
prato mau q yuko heein   rum masterchefbr,0,train
tô achar coitado victor perder liderança viar decepcionar Foda,1,train
acabar assistir episódio dar vontade prato username  ,1,train
otaviano péssimo carisma interrompe mundo fátima bernardes videoshowaovivo,0,train
pena participante confiante prato chegar hora chefe esculachar,0,train
família bia andrade edecasa      ,1,train
estar armar respeito prevalecer importar população civilizar troglodita thenoitar,1,train
decepcionar casal masterchef acabar vcs username username namorar programa Haha,0,train
username dançar tragédia século observer,0,train
hoje dia,1,train
fiquei trsite saída douglas  ,0,train
foco mlk,1,train
sigo instagr username    cdanodomingolegal,1,train
ficar mundo passado,0,train
username Isabel Ribeiro casoverdade soldeverão legal memórianacional vídeoshowaovivo,1,train
favorito sair,0,train
caraca pra dormir eliminação ir conseguir continuar ver programa   ,0,train
amer nar rei   ,1,train
poxa gostar outro look,0,train
músiquinha tá ajudar,0,train
username maravilhoso kkk mandar doce abóbora brigadeiro pra namaria hoje maisvocê,1,train
sorte assistir sophia abraão de aí trocar Canal,0,train
uai,1,train
filho serginho lindinho,1,train
socorro vanessa mata hoje Aaa 3,1,train
amar sandy falar pra eu    encontro,1,train
hoje tá bom,1,train
mano username nenem kkk vontade casar kkk fiquei acordar p,1,train
ana Maria arrasar casaco roso,1,train
machista plateia socorro,0,train
username imperdível assistir linda,1,train
Geisa representar mulher militar parabeeem videoshowaovivo,1,train
suéter otaviano Costa   ,1,train
assistir adorar entrevista augusto cury,1,train
acabar amei programa username lacrar sucesso continuar amo,1,train
quase infarto coletivo,0,train
amor 3 Sandynoencotro,1,train
hoje tá tenso bixo,0,train
ai música lindo,1,train
arrasar saída amo viar username,1,train
legal programa bial permitir entrevistado falar vontade   dever agir,1,train
boca roso saulo   ,1,train
Caralho garoto matar username,0,train
ai gnt nervoso,0,train
username nao ficar c    masterchefbr,0,train
casal number filho dividir casa number quarto gente governo camisinha graça posto saúde,0,train
frango equipeazul branco dourada em ele,0,train
username lindo encontro,1,train
bial ser corrigir grafia kkk amo conversacombial,1,train
impressionante melhorar temporada episódio bom,1,train
deixar negro paz ô cambar desocupar infernizar branco amarelo ruivo roxo,0,train
yuko sair meme temporada,0,train
desacreditado saída vitor b sofrimento corte dedo masterchefbr,0,train
to rir demaaal hahahar,1,train
avisar amanhã tchan vanessa mata     ,1,train
Thomas tá enorme fofar altashora sophiaabrahãonoaltashoro,1,train
casado há number ano esposo number ano velho   53 number   filha number ano feliz,0,train
  pqr Tailândia ficar de aqui   itália amer Yuko,1,train
username maravilhoso parabéns coragem maisvocê,1,train
hojeee ta lir chorar,1,train
meeeu deuuus to morrer rir,1,train
Nayane vitimismo ser eliminar,1,train
duro pra Laís gravação hein,0,train
gnt saber sheron tar gráver   amor,1,train
caracar síndrome pânico horrível,0,train
  personagem presente criar históriadá vir inexistente maravilhoso euescolhiatuar    teatro,1,train
marmelar masterchefbr,0,train
  poesier lindo dia mãe emoção,1,train
tá massa masterchef,1,train
nao acreditar victor sair,0,train
odeiar espinafrer negócio ruim arg,0,train
delicer débor ney saudade barboso,0,train
entrevista ir levar vida bom ansiedade atacar   conversacombial,1,train
criança faladeira hoje dia aguentar crianço,0,train
vanessa mata migo pára plástica tá igual caubi   deu ter,0,train
sophiar abrahão lindar,1,train
lir progresso laissouza,1,train
gostar dougla,0,train
gente mundo desesperar username cozinhar calma pessoa ai ódio,0,train
gente céu assisto causa insuportável marco luque carar graça number tipo nojo,0,train
fátima bernades vc solteira    olá,1,train
amigo avisar username sandynoencontro         ,1,train
jesus agonier vitor v lamber dedo botar comida volta,0,train
pegadinha amo domingolegal,1,train
odeio melancia arroz doce super educar agrar ninguém comer gostar,0,train
amar assunto conversa dráuzio divo,1,train
entrevista bacano username,1,train
aff semana aturar leonardo saileonardo semana q otimismo em eh username Username,0,train
hora virar sardinha metrô homenagem prova,0,train
tetestar mirian prova q líder q saia,0,train
mandar bjo otttaviano Sophia lindoss,1,train
mau mãe de ele tentar defender  ,0,train
prato equipe azul bonito visualmente masterchefbr,1,train
mirian ja dar,0,train
aaa gracinhar filho serginho,1,train
entrevista épico mr catrar kkk,1,train
tá mexer emocional,0,train
saudade mestre mandar raiz pessoal The noite participação,0,train
mirer achar mt situar lágrima crocodilo,0,train
amar   ,1,train
spray ficar cabelo comprei sair rápido,0,train
ahh videoshowaovivo amei encontrao Fatima Bernardes    kk bjo linr,1,train
genty maluna tdb,1,train
negar confirmo adiantar compromisso matinal pra username,1,train
dia assistir,1,train
maisvocê delícer receber maravilinda username Fernanda freita 3 maisvocê,1,train
fiquei medo perder michele,0,train
sophiar abrahão rainhar tarde globo esperar ícone     vídeoshowaovivo,1,train
ser vítima ciberbullying assombrar hoje,0,train
tá difícil escolher campeão digno pouco   legal simpático sair mala chato ficar,0,train
vídeoshowaovivo venero beleza dona Sophia abrahão ota ciúme vc n ficar,1,train
username beijo,1,train
assistir presença elenco novela carinhadeanjo,1,train
username gostar minecreft puto novidade jogo retardado retardado msm kkk         ,0,train
valer ressaltar aprovo look s fátima,1,train
porrada de esse fogaça dar rapaz pedir arrego,0,train
mundo conseguir entregar,1,train
Sophia linda,1,train
tomei remedinho dormir number minutinho dever perdiir i finalzinho,0,train
clauder raia qe vergonha tir garota plateia altashora,0,train
mortal carpar zinimiga,1,train
aliança ta pequeno pra dedo ai em é,0,train
quadro abrir tá estranho cortar pé camera torto,0,train
cara camiseta preto dançar tchan ta lacrar   dia   éotchan,1,train
bial ler meme Brasil ta bagunçado,0,train
filha nando marido largar pra viajar durante ano dinheiro trazer feliciade invejinhaaa,0,train
ae vitooor b,1,train
Luís felipe number ano gente number,0,train
apaixonar João Vicente,1,train
bom castigo mestre mandar,1,train
chefe acariciar miriam dar tapão kkk,1,train
pqp gente levar sério botar gente falar merdo pra problematizar monte frescura saudade dbz,0,train
marco luque humano legal sugestão incluar político repertório personagem,1,train
precisar subestimar inteligência ator number ano Pedro bial faustão passar,0,train
oque vir tag rs,0,train
amar bate papo expressão sentimento,1,train
torço vitor dougla,0,train
hahahahaha mestre mandar superar thenoite,1,train
débora gatase loco,1,train
namoral fátima bom pessoa,1,train
namario brigar cabeleireiro,0,train
falar Divisão tarefa casa invés mostrar mulher desdobra ser bonito oo,0,train
amar username cara top d      ,1,train
tô apaixonar orquídea   encontro,1,train
aah claro diva username,1,train
username gente vamar ensinar tiago diferença discurso ódio opinião Machismonaopassara,0,train
maluma maravilhoso,1,train
heber ter vivo amiga ir deixar xuxa besteira sai username,0,train
mina falo chupachupar chupchup,0,train
gostar lok q lu montar,1,train
vish namario ta vestida username hoje,0,train
aff acreditar q perdir gato rodrigo santoro programa q raiva,0,train
mirir ficar sinal mundo ta acabar,0,train
falando dia mães chorar   saudademinhasmaes fazpartar saudade,0,train
ué cadê laura    altashora,0,train
imaginar gracinha filhinha santoro  ,1,train
prato tá feio pra dedéu Vítor masterchefbr,0,train
doguinho edecasa,1,train
tchan muitooo,1,train
amor deu time azul,0,train
senhor vergor cara passar agr,0,train
ivano bom personagem,1,train
Jocaaa Sofiiia lindooo,1,train
ana username mostrar quase number hora pessoa passar roupa assunto   convidar   pautar,0,train
esquecer jogar escanteio   ir deixar esqueci nome,0,train
regra jogo expectativa romeno realidade mc merlô tá valer   saudade novelão,0,train
odeio sardir username   chato comer masterchefbr,0,train
Leonardo mirian Bora sair programa hein tomar cu hora de esse viar,0,train
username Username username    adooorei euero,1,train
legal douglas precisar chefe detoner fazer mto hj kkk,1,train
sorvete feijão branco porrar masterchefbr,0,train
encontro,1,train
assistir     sambaorigem,1,train
gostar tiago bbb encontro,0,train
hoje pênis tá babado,1,train
chato hoje,0,train
amor alguém expulsar mirer,0,train
eliminar sardinha ué prato principal prova quartadetremurasdv,0,train
socorro viver caco ciocler soltar shippe    Pasmanterepivanomaisvocê Isabel renato páginasdaver,1,train
Fátima fã amar junto jocar ota fátima,1,train
padre fabio Melo lacrar Snap chat,1,train
amo programa   ,1,train
username tom azul ficar lir vc bom berinjela  ,1,train
q episódio emocionante raiva cobririr ficar,0,train
ciça Guimarães edecasa lindo tarar gostoso,1,train
ir acompanhar saudosismo ator senhora destino deixar obra nelsonxavier,1,train
programa ser maravilhoso deixar vitor b cozinhar novamente parabéns masterchefbr,1,train
gracinhar Thomas lindar mãe username,1,train
desembargador menina centrar ficar vitimismo problema existir tratar,1,train
deu sandy       ,1,train
Sophia falar mel      Melphia,1,train
mdser parto Bela g _ g tbm nascer casa vovó parto altashora,1,train
malar alça cora falar sério encontro,0,train
username cantar eli reginar Fantastico,1,train
germano licurgo casal ano vc respeitar,1,train
mestre mandar acreditar username vestir roupa cut dia hahah épico,1,train
delicia hj dia username c bet cozinheiro amado username Username username Chocobjs,1,train
dia programa ser bom conversacombial,1,train
,0,train
achar ousado vanguarder colocar entrevistador esquerdo gostar,0,train
esperar chegar casa pra começar,0,train
tv precisar aprender meme funcionar Internet conversacombial,0,train
irmã galvão lacrar,1,train
mestre mandar voltar    ,1,train
shipper acabooou,0,train
Tiê look exótico vester blusão frio,1,train
ver ser teamfabrizio teamvitorv teamvitorb teamnaiana Teamanaluiza teamtaise porrar tá dar pra escolher,1,train
mariana xavier destruidor heim,1,train
cachorra ana bom,1,train
família bonito serginho grosnjnkdkj,1,train
delícia relembrar sucesso Guilherme arante adorar    ,1,train
donar casa tomar cu,0,train
fode number manhã acordar assistir hhhahhhaha,0,train
excelente entrevista username destruir paradigma estatuto desarmamento efetivo fracasso,1,train
sandy tom voz magnífico conseguir acompanhar pai de ela xororó nota alto agur encontro,1,train
username Foda kkk,1,train
gente eduardo passar vergonha,0,train
olhar relógio em umber acabar algum estranho em isso acabar nao username,0,train
number manhã ver spoiler,0,train
username   interessante reportagem minimo conhecimento causa,0,train
olá username username gostar participação fiuk  ,0,train
Ae porrar nayane sair hoje,1,train
déborar bom,1,train
broaca mirian ficar causo teatrinho clichê de ela,0,train
god falar nhoque abóbora   mandar pra acabar maisvocê,0,train
deu maiara deixar maraisa falar,0,train
maltrata espanca socar time vermelho,0,train
puxar matéria passar roupa hein mau mulher achar ter voltar pra década number,0,train
